"","source","KABB--07-25-2017-20-58-00.txt","KABB--07-25-2017-21-28-00.txt","KAEF--07-25-2017-17-58-00.txt","KAEF--07-25-2017-22-58-00.txt","KATU--07-25-2017-17-58-00.txt","KATU--07-25-2017-18-28-00.txt","KATV--07-25-2017-16-58-00.txt","KATV--07-25-2017-17-58-00.txt","KBAK--07-25-2017-16-58-00.txt","KBAK--07-25-2017-17-28-00.txt","KBFX--07-25-2017-21-58-00.txt","KBFX--07-25-2017-22-28-00.txt","KBOI--07-25-2017-15-58-00.txt","KBOI--07-25-2017-21-58-00.txt","KBTV--07-25-2017-21-28-00.txt","KBVU--07-25-2017-21-58-00.txt","KCVU--07-25-2017-21-58-00.txt","KDBC--07-25-2017-21-58-00.txt","KDBC--07-25-2017-22-28-00.txt","KDSM--07-25-2017-20-58-00.txt","KDSM--07-25-2017-21-28-00.txt","KECI--07-25-2017-16-58-00.txt","KECI--07-25-2017-17-58-00.txt","KEPR--07-25-2017-17-58-00.txt","KEPR--07-25-2017-22-58-00.txt","KEYE--07-25-2017-18-28-00.txt","KEYE--07-25-2017-21-58-00.txt","KFDM--07-25-2017-16-58-00.txt","KFDM--07-25-2017-21-58-00.txt","KFOX--07-25-2017-20-58-00.txt","KFOX--07-25-2017-21-28-00.txt","KFXA--07-25-2017-20-58-00.txt","KFXA--07-25-2017-21-28-00.txt","KFXL--07-25-2017-20-58-00.txt","KGAN--07-25-2017-17-58-00.txt","KGAN--07-25-2017-21-58-00.txt","KGBT--07-25-2017-17-58-00.txt","KGBT--07-25-2017-21-58-00.txt","KHQA--07-25-2017-17-58-00.txt","KHQA--07-25-2017-21-58-00.txt","KMEG--07-25-2017-16-58-00.txt","KMEG--07-25-2017-21-58-00.txt","KMPH--07-25-2017-21-58-00.txt","KMPH--07-25-2017-22-28-00.txt","KMTR--07-25-2017-18-28-00.txt","KMTR--07-25-2017-22-58-00.txt","KODE--07-25-2017-16-58-00.txt","KOKH--07-25-2017-20-58-00.txt","KOKH--07-25-2017-21-28-00.txt","KOMO--07-25-2017-16-28-00.txt"
"904","declare",NA,NA,NA,"declare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"declare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","their",NA,NA,NA,"their",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"their",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","involvement",NA,NA,NA,"involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","in",NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","agreement",NA,NA,NA,"agreement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agreement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","in",NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","june",NA,NA,NA,"june",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"june",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","but",NA,NA,NA,"but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"but",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","arcata",NA,NA,NA,"arcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","is",NA,NA,NA,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","not",NA,NA,NA,"not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","only",NA,NA,NA,"only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","city",NA,NA,NA,"city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","in",NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","humboldt",NA,NA,NA,"humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"humboldt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","that",NA,NA,NA,"that",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"that",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","has",NA,NA,NA,"has",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"has",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","decided",NA,NA,NA,"decided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"decided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","to",NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","take",NA,NA,NA,"take",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"take",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","stand",NA,NA,NA,"stand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","were",NA,NA,NA,"were",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"were",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","going",NA,NA,NA,"going",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"going",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","to",NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","talk",NA,NA,NA,"talk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","about",NA,NA,NA,"about",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"about",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","resolution",NA,NA,NA,"resolution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resolution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","to",NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","stand",NA,NA,NA,"stand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","with",NA,NA,NA,"with",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"with",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","paris",NA,NA,NA,"paris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","climate",NA,NA,NA,"climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","accord",NA,NA,NA,"accord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"accord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","eureka",NA,NA,NA,"eureka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eureka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","city",NA,NA,NA,"city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","austin",NA,NA,NA,"austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","allison",NA,NA,NA,"allison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"allison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","talking",NA,NA,NA,"talking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","about",NA,NA,NA,"about",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"about",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","decision",NA,NA,NA,"decision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"decision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","to",NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","adopt",NA,NA,NA,"adopt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adopt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","resolution",NA,NA,NA,"resolution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"resolution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","to",NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","stand",NA,NA,NA,"stand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","with",NA,NA,NA,"with",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"with",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","paris",NA,NA,NA,"paris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","climate",NA,NA,NA,"climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","agreement",NA,NA,NA,"agreement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agreement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","having",NA,NA,NA,"having",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"having",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","local",NA,NA,NA,"local",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"local",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","governments",NA,NA,NA,"governments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"governments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","and",NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","communities",NA,NA,NA,"communities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"communities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","step",NA,NA,NA,"step",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"step",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","up",NA,NA,NA,"up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","and",NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","be",NA,NA,NA,"be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","involved",NA,NA,NA,"involved",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"involved",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","in",NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","fighting",NA,NA,NA,"fighting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fighting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","climate",NA,NA,NA,"climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","change",NA,NA,NA,"change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","which",NA,NA,NA,"which",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"which",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","is",NA,NA,NA,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","one",NA,NA,NA,"one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","of",NA,NA,NA,"of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","biggest",NA,NA,NA,"biggest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"biggest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","threats",NA,NA,NA,"threats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"threats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","to",NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","humanity",NA,NA,NA,"humanity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"humanity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","and",NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","the",NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","world",NA,NA,NA,"world",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"world",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","right",NA,NA,NA,"right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","now",NA,NA,NA,"now",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"now",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
